rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
smiles,"For the SMILES C=C(C)Cn1ccc2c(Oc3ccc(NC)cc3)ncnc21, how many carbon atoms does it contain?",17,"For C=C(C)Cn1ccc2c(Oc3ccc(NC)cc3)ncnc21, how many distinct rings are present?",3,Does C=C(C)Cn1ccc2c(Oc3ccc(NC)cc3)ncnc21 have at least one amine group?,1,Assess whether C=C(C)Cn1ccc2c(Oc3ccc(NC)cc3)ncnc21 contains a aromatic bond type.,1
smiles,What is the total count of carbon atoms in CCc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc4[nH]c(=O)oc4c3)C2)c1?,21,Compute the ring count of CCc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc4[nH]c(=O)oc4c3)C2)c1.,4,Does the SMILES CCc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc4[nH]c(=O)oc4c3)C2)c1 encode a ester functional group?,0,Is a triple bond found in the SMILES CCc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc4[nH]c(=O)oc4c3)C2)c1?,0
smiles,Determine the total carbon count for Nc1ccc(Oc2cc(N)ccc2OCCCCCCOc2ccc(-c3ccccc3)cc2)cc1.,30,"For Nc1ccc(Oc2cc(N)ccc2OCCCCCCOc2ccc(-c3ccccc3)cc2)cc1, how many distinct rings are present?",4,Assess whether Nc1ccc(Oc2cc(N)ccc2OCCCCCCOc2ccc(-c3ccccc3)cc2)cc1 exhibits a amine group.,1,Check if the structure Nc1ccc(Oc2cc(N)ccc2OCCCCCCOc2ccc(-c3ccccc3)cc2)cc1 has a aromatic bond.,1
smiles,Determine the total carbon count for C[C@@H]1CCCC[C@]12NC(=O)N(CC(=O)Nc1ccc3[nH]c(-c4cccc(F)c4)nc3c1)C2=O.,24,Compute the ring count of C[C@@H]1CCCC[C@]12NC(=O)N(CC(=O)Nc1ccc3[nH]c(-c4cccc(F)c4)nc3c1)C2=O.,5,"For the molecule C[C@@H]1CCCC[C@]12NC(=O)N(CC(=O)Nc1ccc3[nH]c(-c4cccc(F)c4)nc3c1)C2=O, is a carboxylic_acid functional group present?",0,Are triple bonds present in C[C@@H]1CCCC[C@]12NC(=O)N(CC(=O)Nc1ccc3[nH]c(-c4cccc(F)c4)nc3c1)C2=O?,0
smiles,What is the total count of carbon atoms in CCOC(OCC)N1C(=O)C2(C(OCC)OCC)CC3C(OC(=O)N3N)c3cccc1c32?,22,"For CCOC(OCC)N1C(=O)C2(C(OCC)OCC)CC3C(OC(=O)N3N)c3cccc1c32, how many distinct rings are present?",4,Is the amide functional group found in CCOC(OCC)N1C(=O)C2(C(OCC)OCC)CC3C(OC(=O)N3N)c3cccc1c32?,1,"For the molecule CCOC(OCC)N1C(=O)C2(C(OCC)OCC)CC3C(OC(=O)N3N)c3cccc1c32, does a aromatic bond exist?",1
smiles,"Given CCCN1CCN(c2ncnc3sc(C(=O)NC4CCCCCC4)c(C)c23)CC1, return the number of carbon atoms.",22,"For CCCN1CCN(c2ncnc3sc(C(=O)NC4CCCCCC4)c(C)c23)CC1, how many distinct rings are present?",4,Does the molecule CCCN1CCN(c2ncnc3sc(C(=O)NC4CCCCCC4)c(C)c23)CC1 contain a nitro functional group?,0,Are triple bonds present in CCCN1CCN(c2ncnc3sc(C(=O)NC4CCCCCC4)c(C)c23)CC1?,0
smiles,What is the total count of carbon atoms in C[C@H](NC(=O)c1nccnc1C(=O)N1CCCCC1)c1ccc2[nH]ccc2c1?,21,Find the number of rings contained in C[C@H](NC(=O)c1nccnc1C(=O)N1CCCCC1)c1ccc2[nH]ccc2c1.,4,Does the SMILES C[C@H](NC(=O)c1nccnc1C(=O)N1CCCCC1)c1ccc2[nH]ccc2c1 encode a ketone functional group?,1,Does the chemical structure C[C@H](NC(=O)c1nccnc1C(=O)N1CCCCC1)c1ccc2[nH]ccc2c1 include aromatic bonding?,1
smiles,How many carbon atoms make up the structure CC1=CC(=O)C=C(C)C1(O)C#C/C(C)=C(\C)C(=O)O?,15,Compute the ring count of CC1=CC(=O)C=C(C)C1(O)C#C/C(C)=C(\C)C(=O)O.,1,Does the SMILES CC1=CC(=O)C=C(C)C1(O)C#C/C(C)=C(\C)C(=O)O encode a halide functional group?,0,Does the chemical structure CC1=CC(=O)C=C(C)C1(O)C#C/C(C)=C(\C)C(=O)O include aromatic bonding?,0
smiles,Report the number of carbon atoms in CC12C3=CCC1C2C=C3.,9,How many cyclic structures are in CC12C3=CCC1C2C=C3?,3,Does CC12C3=CCC1C2C=C3 have at least one nitro group?,0,Are double bonds present in CC12C3=CCC1C2C=C3?,1
smiles,"Given N#CCC1C2OCOC12, return the number of carbon atoms.",6,"Given the SMILES N#CCC1C2OCOC12, return its ring count.",2,Does N#CCC1C2OCOC12 have at least one amide group?,0,Are aromatic bonds present in N#CCC1C2OCOC12?,0
smiles,"Given CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O, return the number of carbon atoms.",20,"For CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O, how many distinct rings are present?",2,Assess whether CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O exhibits a ketone group.,1,Does CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O feature any double bonds?,1
smiles,Count the number of carbon atoms in COc1ccc(-c2nc3cc(NC(=S)NC(=O)c4ccc(C)c(Cl)c4)ccc3o2)cc1OC.,24,Find the number of rings contained in COc1ccc(-c2nc3cc(NC(=S)NC(=O)c4ccc(C)c(Cl)c4)ccc3o2)cc1OC.,4,Does the SMILES COc1ccc(-c2nc3cc(NC(=S)NC(=O)c4ccc(C)c(Cl)c4)ccc3o2)cc1OC encode a amide functional group?,1,Is a triple bond found in the SMILES COc1ccc(-c2nc3cc(NC(=S)NC(=O)c4ccc(C)c(Cl)c4)ccc3o2)cc1OC?,0
smiles,How many carbon atoms make up the structure CCCn1c(SCc2nc3ccccc3o2)nnc1-c1cccc(C)c1?,20,How many ring systems does CCCn1c(SCc2nc3ccccc3o2)nnc1-c1cccc(C)c1 contain?,4,Identify if CCCn1c(SCc2nc3ccccc3o2)nnc1-c1cccc(C)c1 contains a halide.,0,Are aromatic bonds present in CCCn1c(SCc2nc3ccccc3o2)nnc1-c1cccc(C)c1?,1
smiles,Identify the carbon atom count in the molecule CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F.,17,Report the number of rings in the molecule CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F.,3,Is the halide functional group found in CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F?,1,Assess whether CCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F contains a double bond type.,0
smiles,How many carbons are present in the molecule CC(CN(C(C)O)C(C)O)c1cc(F)ccc1C(=O)c1ccc(F)cc1?,20,Report the number of rings in the molecule CC(CN(C(C)O)C(C)O)c1cc(F)ccc1C(=O)c1ccc(F)cc1.,2,Does the SMILES CC(CN(C(C)O)C(C)O)c1cc(F)ccc1C(=O)c1ccc(F)cc1 encode a alcohol functional group?,1,Are double bonds present in CC(CN(C(C)O)C(C)O)c1cc(F)ccc1C(=O)c1ccc(F)cc1?,1
smiles,What is the total count of carbon atoms in COc1ccc(C(=O)COC(=O)CCc2ccccc2)cc1?,18,Report the number of rings in the molecule COc1ccc(C(=O)COC(=O)CCc2ccccc2)cc1.,2,Does COc1ccc(C(=O)COC(=O)CCc2ccccc2)cc1 have at least one halide group?,0,Check if the structure COc1ccc(C(=O)COC(=O)CCc2ccccc2)cc1 has a triple bond.,0
smiles,How many carbons are present in the molecule CC(=O)[O-].COCCN(C(C)=O)c1cc(N2CC[NH+](C)CC2)ccc1C(=O)O?,19,What is the total number of rings in CC(=O)[O-].COCCN(C(C)=O)c1cc(N2CC[NH+](C)CC2)ccc1C(=O)O?,2,Assess whether CC(=O)[O-].COCCN(C(C)=O)c1cc(N2CC[NH+](C)CC2)ccc1C(=O)O exhibits a alcohol group.,1,Determine whether CC(=O)[O-].COCCN(C(C)=O)c1cc(N2CC[NH+](C)CC2)ccc1C(=O)O includes at least one double bond.,1
smiles,Determine the total carbon count for COc1ccc(Cn2nc(C)cc2NC(=O)N2CCC[C@@H](N)C2)cc1OC.,19,Report the number of rings in the molecule COc1ccc(Cn2nc(C)cc2NC(=O)N2CCC[C@@H](N)C2)cc1OC.,3,Check if the structure COc1ccc(Cn2nc(C)cc2NC(=O)N2CCC[C@@H](N)C2)cc1OC contains a nitro.,0,Does the chemical structure COc1ccc(Cn2nc(C)cc2NC(=O)N2CCC[C@@H](N)C2)cc1OC include triple bonding?,0
smiles,How many carbon atoms make up the structure CCCCCc1cc(OC)c2cc(Cc3ccc(Br)cc3)c(=O)oc2c1?,22,How many ring systems does CCCCCc1cc(OC)c2cc(Cc3ccc(Br)cc3)c(=O)oc2c1 contain?,3,Check if the structure CCCCCc1cc(OC)c2cc(Cc3ccc(Br)cc3)c(=O)oc2c1 contains a halide.,1,Are double bonds present in CCCCCc1cc(OC)c2cc(Cc3ccc(Br)cc3)c(=O)oc2c1?,1
smiles,How many carbon atoms make up the structure CC(=O)Nc1ccc2nc(NC(=O)COc3cccc4ccccc34)sc2c1?,21,Report the number of rings in the molecule CC(=O)Nc1ccc2nc(NC(=O)COc3cccc4ccccc34)sc2c1.,4,Assess whether CC(=O)Nc1ccc2nc(NC(=O)COc3cccc4ccccc34)sc2c1 exhibits a halide group.,0,Is a triple bond found in the SMILES CC(=O)Nc1ccc2nc(NC(=O)COc3cccc4ccccc34)sc2c1?,0
smiles,Count the number of carbon atoms in C[C@@H]1CN([C@H](C)C(=O)N[C@H]2CCCC[C@@H]2C)C[C@H](C)O1.,16,How many cyclic structures are in C[C@@H]1CN([C@H](C)C(=O)N[C@H]2CCCC[C@@H]2C)C[C@H](C)O1?,2,Does the SMILES C[C@@H]1CN([C@H](C)C(=O)N[C@H]2CCCC[C@@H]2C)C[C@H](C)O1 encode a ketone functional group?,1,Determine whether C[C@@H]1CN([C@H](C)C(=O)N[C@H]2CCCC[C@@H]2C)C[C@H](C)O1 includes at least one double bond.,1
smiles,Compute the total number of carbons in NCC(NN)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1.,16,Compute the ring count of NCC(NN)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1.,2,Assess whether NCC(NN)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1 exhibits a aldehyde group.,0,Assess whether NCC(NN)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1 contains a aromatic bond type.,1
smiles,What is the total count of carbon atoms in CC(OC(=O)c1cccs1)C(=O)NCC1CCCO1?,13,Compute the ring count of CC(OC(=O)c1cccs1)C(=O)NCC1CCCO1.,2,"For the molecule CC(OC(=O)c1cccs1)C(=O)NCC1CCCO1, is a amide functional group present?",1,"For the molecule CC(OC(=O)c1cccs1)C(=O)NCC1CCCO1, does a triple bond exist?",0
smiles,Report the number of carbon atoms in CCC(O)CNc1ccc2c(c1)OCCCO2.,13,Find the number of rings contained in CCC(O)CNc1ccc2c(c1)OCCCO2.,2,Is the halide functional group found in CCC(O)CNc1ccc2c(c1)OCCCO2?,0,Assess whether CCC(O)CNc1ccc2c(c1)OCCCO2 contains a double bond type.,0
smiles,Report the number of carbon atoms in C[C@@H](OC(=O)c1ccccc1Sc1ccccc1C#N)C(=O)N1CCCC1.,21,Report the number of rings in the molecule C[C@@H](OC(=O)c1ccccc1Sc1ccccc1C#N)C(=O)N1CCCC1.,3,Identify if C[C@@H](OC(=O)c1ccccc1Sc1ccccc1C#N)C(=O)N1CCCC1 contains a amide.,1,Identify whether C[C@@H](OC(=O)c1ccccc1Sc1ccccc1C#N)C(=O)N1CCCC1 has any triple bonds.,1
smiles,Count the number of carbon atoms in O=C1CC2(CC2)N1.,5,How many ring systems does O=C1CC2(CC2)N1 contain?,2,Does O=C1CC2(CC2)N1 have at least one alcohol group?,0,Does O=C1CC2(CC2)N1 feature any triple bonds?,0
smiles,What is the total count of carbon atoms in CC1(C)OB(c2cccc(C(=O)C(F)(F)F)c2)OC1(C)C?,14,How many cyclic structures are in CC1(C)OB(c2cccc(C(=O)C(F)(F)F)c2)OC1(C)C?,2,Assess whether CC1(C)OB(c2cccc(C(=O)C(F)(F)F)c2)OC1(C)C exhibits a halide group.,1,Does the chemical structure CC1(C)OB(c2cccc(C(=O)C(F)(F)F)c2)OC1(C)C include aromatic bonding?,1
smiles,Identify the carbon atom count in the molecule CC(O)C1(C)CC1CO.,7,Determine the ring count for CC(O)C1(C)CC1CO.,1,Assess whether CC(O)C1(C)CC1CO exhibits a ester group.,0,Are double bonds present in CC(O)C1(C)CC1CO?,0
smiles,How many carbon atoms make up the structure CCC(C)NC(=O)c1cccc(CNCc2csc(C(C)C)n2)c1?,19,Count the number of rings in CCC(C)NC(=O)c1cccc(CNCc2csc(C(C)C)n2)c1.,2,Does CCC(C)NC(=O)c1cccc(CNCc2csc(C(C)C)n2)c1 have at least one amine group?,1,Are aromatic bonds present in CCC(C)NC(=O)c1cccc(CNCc2csc(C(C)C)n2)c1?,1
smiles,Determine the total carbon count for CCC1(C#N)CC(C)N1.,7,"For CCC1(C#N)CC(C)N1, how many distinct rings are present?",1,Assess whether CCC1(C#N)CC(C)N1 exhibits a amide group.,0,Identify whether CCC1(C#N)CC(C)N1 has any double bonds.,0
smiles,Identify the carbon atom count in the molecule CC12COC(C#N)(C1)C2.,7,How many cyclic structures are in CC12COC(C#N)(C1)C2?,2,Does the SMILES CC12COC(C#N)(C1)C2 encode a ester functional group?,0,Assess whether CC12COC(C#N)(C1)C2 contains a triple bond type.,1
smiles,How many carbons are present in the molecule O=C(Nc1nnc(-c2cccs2)o1)C1CC1?,10,How many cyclic structures are in O=C(Nc1nnc(-c2cccs2)o1)C1CC1?,3,Does the molecule O=C(Nc1nnc(-c2cccs2)o1)C1CC1 contain a amide functional group?,1,Check if the structure O=C(Nc1nnc(-c2cccs2)o1)C1CC1 has a triple bond.,0
smiles,Report the number of carbon atoms in CC1(C(C#N)C=O)CN1.,6,How many ring systems does CC1(C(C#N)C=O)CN1 contain?,1,Check if the structure CC1(C(C#N)C=O)CN1 contains a ketone.,1,Is a triple bond found in the SMILES CC1(C(C#N)C=O)CN1?,1
smiles,Count the number of carbon atoms in O=C(O)c1cnc(NCC2CC2)c(-c2ccc(Cl)cc2)n1.,15,How many cyclic structures are in O=C(O)c1cnc(NCC2CC2)c(-c2ccc(Cl)cc2)n1?,3,Does the SMILES O=C(O)c1cnc(NCC2CC2)c(-c2ccc(Cl)cc2)n1 encode a aldehyde functional group?,0,Are triple bonds present in O=C(O)c1cnc(NCC2CC2)c(-c2ccc(Cl)cc2)n1?,0
smiles,How many carbons are present in the molecule Cc1c(C(c2ccccc2Cl)c2c(O)oc3ccccc3c2=O)c(=O)n(-c2ccccc2)n1C?,27,How many ring systems does Cc1c(C(c2ccccc2Cl)c2c(O)oc3ccccc3c2=O)c(=O)n(-c2ccccc2)n1C contain?,5,Does the SMILES Cc1c(C(c2ccccc2Cl)c2c(O)oc3ccccc3c2=O)c(=O)n(-c2ccccc2)n1C encode a halide functional group?,1,Are aromatic bonds present in Cc1c(C(c2ccccc2Cl)c2c(O)oc3ccccc3c2=O)c(=O)n(-c2ccccc2)n1C?,1
smiles,Count the number of carbon atoms in CSc1ccc(Cc2c(C(F)(F)F)n[nH]c2OC(C)C)cc1.,15,"For CSc1ccc(Cc2c(C(F)(F)F)n[nH]c2OC(C)C)cc1, how many distinct rings are present?",2,Does the molecule CSc1ccc(Cc2c(C(F)(F)F)n[nH]c2OC(C)C)cc1 contain a amide functional group?,0,Determine whether CSc1ccc(Cc2c(C(F)(F)F)n[nH]c2OC(C)C)cc1 includes at least one triple bond.,0
smiles,"Given Cc1cc(C(F)(F)F)nc(CCNc2cc(C)nc3c(C)c(C)nn23)n1, return the number of carbon atoms.",17,What is the total number of rings in Cc1cc(C(F)(F)F)nc(CCNc2cc(C)nc3c(C)c(C)nn23)n1?,3,Does the SMILES Cc1cc(C(F)(F)F)nc(CCNc2cc(C)nc3c(C)c(C)nn23)n1 encode a halide functional group?,1,Is a aromatic bond found in the SMILES Cc1cc(C(F)(F)F)nc(CCNc2cc(C)nc3c(C)c(C)nn23)n1?,1
smiles,Report the number of carbon atoms in COc1ccccc1-c1nnc2n1N=C(c1cc(C)c(N)c(C)c1)CS2.,19,Report the number of rings in the molecule COc1ccccc1-c1nnc2n1N=C(c1cc(C)c(N)c(C)c1)CS2.,4,Does the molecule COc1ccccc1-c1nnc2n1N=C(c1cc(C)c(N)c(C)c1)CS2 contain a aldehyde functional group?,0,Does the molecule COc1ccccc1-c1nnc2n1N=C(c1cc(C)c(N)c(C)c1)CS2 contain any triple bonds?,0
smiles,Compute the total number of carbons in OC1C=CC2C=CC1C2.,8,Find the number of rings contained in OC1C=CC2C=CC1C2.,2,Is the alcohol functional group found in OC1C=CC2C=CC1C2?,1,"For the molecule OC1C=CC2C=CC1C2, does a double bond exist?",1
smiles,How many carbons are present in the molecule C#CCON=C1CC2C(C)(C(=O)O)CCCC2(C)c2cc(Cl)c(C(C)C)c(Cl)c21?,23,Compute the ring count of C#CCON=C1CC2C(C)(C(=O)O)CCCC2(C)c2cc(Cl)c(C(C)C)c(Cl)c21.,3,"For the molecule C#CCON=C1CC2C(C)(C(=O)O)CCCC2(C)c2cc(Cl)c(C(C)C)c(Cl)c21, is a amide functional group present?",0,Determine whether C#CCON=C1CC2C(C)(C(=O)O)CCCC2(C)c2cc(Cl)c(C(C)C)c(Cl)c21 includes at least one aromatic bond.,1
smiles,How many carbon atoms make up the structure CCOC(=O)NCc1ccc(N=C(N)N)cc1?,11,Find the number of rings contained in CCOC(=O)NCc1ccc(N=C(N)N)cc1.,1,Does the molecule CCOC(=O)NCc1ccc(N=C(N)N)cc1 contain a ester functional group?,1,Does the chemical structure CCOC(=O)NCc1ccc(N=C(N)N)cc1 include triple bonding?,0
smiles,What is the total count of carbon atoms in N=C1OCC2(O)CNC12?,5,Count the number of rings in N=C1OCC2(O)CNC12.,2,Assess whether N=C1OCC2(O)CNC12 exhibits a amide group.,0,"For the molecule N=C1OCC2(O)CNC12, does a triple bond exist?",0
smiles,Compute the total number of carbons in C#CC#CCOCC#N.,7,"Given the SMILES C#CC#CCOCC#N, return its ring count.",0,Assess whether C#CC#CCOCC#N exhibits a halide group.,0,Determine whether C#CC#CCOCC#N includes at least one triple bond.,1
smiles,Report the number of carbon atoms in COc1c(O)cc2c(c1O)C1OC(COC(=O)c3ccc(O)c(O)c3)C(O)C(O)C1OC2=O.,21,How many cyclic structures are in COc1c(O)cc2c(c1O)C1OC(COC(=O)c3ccc(O)c(O)c3)C(O)C(O)C1OC2=O?,4,Does COc1c(O)cc2c(c1O)C1OC(COC(=O)c3ccc(O)c(O)c3)C(O)C(O)C1OC2=O have at least one alcohol group?,1,Are triple bonds present in COc1c(O)cc2c(c1O)C1OC(COC(=O)c3ccc(O)c(O)c3)C(O)C(O)C1OC2=O?,0
smiles,How many carbon atoms make up the structure CNC(=O)NC(=O)[C@H](OC(=O)CSc1nc(C)cc(C)n1)c1ccccc1?,18,"For CNC(=O)NC(=O)[C@H](OC(=O)CSc1nc(C)cc(C)n1)c1ccccc1, how many distinct rings are present?",2,Determine whether CNC(=O)NC(=O)[C@H](OC(=O)CSc1nc(C)cc(C)n1)c1ccccc1 includes a amide functional group.,1,Are double bonds present in CNC(=O)NC(=O)[C@H](OC(=O)CSc1nc(C)cc(C)n1)c1ccccc1?,1
smiles,How many carbons are present in the molecule Cc1ccc(-c2cc3c(cc2C(F)F)N(C2NN(C4CCOCC4)C4=C2CN(C(=O)OC(C)(C)C)CC4)CCC3)s1?,31,Report the number of rings in the molecule Cc1ccc(-c2cc3c(cc2C(F)F)N(C2NN(C4CCOCC4)C4=C2CN(C(=O)OC(C)(C)C)CC4)CCC3)s1.,6,"For the molecule Cc1ccc(-c2cc3c(cc2C(F)F)N(C2NN(C4CCOCC4)C4=C2CN(C(=O)OC(C)(C)C)CC4)CCC3)s1, is a phenol functional group present?",0,"For the molecule Cc1ccc(-c2cc3c(cc2C(F)F)N(C2NN(C4CCOCC4)C4=C2CN(C(=O)OC(C)(C)C)CC4)CCC3)s1, does a triple bond exist?",0
smiles,Compute the total number of carbons in Cc1cccc(C)c1N=C(S)NCCSc1ccc(Cl)cc1.,17,Find the number of rings contained in Cc1cccc(C)c1N=C(S)NCCSc1ccc(Cl)cc1.,2,Is the amine functional group found in Cc1cccc(C)c1N=C(S)NCCSc1ccc(Cl)cc1?,1,"For the molecule Cc1cccc(C)c1N=C(S)NCCSc1ccc(Cl)cc1, does a double bond exist?",1
smiles,Count the number of carbon atoms in COc1ccc(Cl)cc1NC(=O)CSc1nc(=O)c2ccsc2[nH]1.,15,"Given the SMILES COc1ccc(Cl)cc1NC(=O)CSc1nc(=O)c2ccsc2[nH]1, return its ring count.",3,Determine whether COc1ccc(Cl)cc1NC(=O)CSc1nc(=O)c2ccsc2[nH]1 includes a phenol functional group.,0,Does COc1ccc(Cl)cc1NC(=O)CSc1nc(=O)c2ccsc2[nH]1 feature any triple bonds?,0
smiles,Determine the total carbon count for O=C(Nc1ccc(Cl)cn1)c1cc(-c2cccnc2)nc2ccccc12.,20,Compute the ring count of O=C(Nc1ccc(Cl)cn1)c1cc(-c2cccnc2)nc2ccccc12.,4,Is a amine group present in O=C(Nc1ccc(Cl)cn1)c1cc(-c2cccnc2)nc2ccccc12?,1,Are double bonds present in O=C(Nc1ccc(Cl)cn1)c1cc(-c2cccnc2)nc2ccccc12?,1
smiles,Report the number of carbon atoms in CC(C)[C@@H](N)C(=O)N1CCC2(CC1)Nc1ccccc1NC2=O.,17,Find the number of rings contained in CC(C)[C@@H](N)C(=O)N1CCC2(CC1)Nc1ccccc1NC2=O.,3,Does the SMILES CC(C)[C@@H](N)C(=O)N1CCC2(CC1)Nc1ccccc1NC2=O encode a aldehyde functional group?,0,Identify whether CC(C)[C@@H](N)C(=O)N1CCC2(CC1)Nc1ccccc1NC2=O has any triple bonds.,0
smiles,How many carbons are present in the molecule Cc1cccc(C)c1Nc1nc2c(sc(=S)n2-c2ccccc2)c(=O)n1-c1c(C)cccc1C?,27,Report the number of rings in the molecule Cc1cccc(C)c1Nc1nc2c(sc(=S)n2-c2ccccc2)c(=O)n1-c1c(C)cccc1C.,5,Assess whether Cc1cccc(C)c1Nc1nc2c(sc(=S)n2-c2ccccc2)c(=O)n1-c1c(C)cccc1C exhibits a amine group.,1,Does the molecule Cc1cccc(C)c1Nc1nc2c(sc(=S)n2-c2ccccc2)c(=O)n1-c1c(C)cccc1C contain any aromatic bonds?,1
smiles,Report the number of carbon atoms in CN(C)c1nccc(C2CCNCC2)n1.,11,"For CN(C)c1nccc(C2CCNCC2)n1, how many distinct rings are present?",2,Does CN(C)c1nccc(C2CCNCC2)n1 have at least one carboxylic_acid group?,0,Identify whether CN(C)c1nccc(C2CCNCC2)n1 has any double bonds.,0
smiles,"For the SMILES OC(c1cccc(Cl)c1Cl)c1csc2c(Br)cccc12, how many carbon atoms does it contain?",15,How many cyclic structures are in OC(c1cccc(Cl)c1Cl)c1csc2c(Br)cccc12?,3,Is the alcohol functional group found in OC(c1cccc(Cl)c1Cl)c1csc2c(Br)cccc12?,1,Identify whether OC(c1cccc(Cl)c1Cl)c1csc2c(Br)cccc12 has any aromatic bonds.,1
smiles,Count the number of carbon atoms in CCOc1ccc(C(=O)NCCOc2cccc(OC)c2)cc1Cl.,18,How many ring systems does CCOc1ccc(C(=O)NCCOc2cccc(OC)c2)cc1Cl contain?,2,Check if the structure CCOc1ccc(C(=O)NCCOc2cccc(OC)c2)cc1Cl contains a ester.,0,Does CCOc1ccc(C(=O)NCCOc2cccc(OC)c2)cc1Cl feature any triple bonds?,0
smiles,How many carbons are present in the molecule CCCC[C@@H](COC(=O)N(Cc1ccsc1)Cc1ccsc1)NC(=O)OC(C)(C)C?,22,What is the total number of rings in CCCC[C@@H](COC(=O)N(Cc1ccsc1)Cc1ccsc1)NC(=O)OC(C)(C)C?,2,Determine whether CCCC[C@@H](COC(=O)N(Cc1ccsc1)Cc1ccsc1)NC(=O)OC(C)(C)C includes a ester functional group.,1,Assess whether CCCC[C@@H](COC(=O)N(Cc1ccsc1)Cc1ccsc1)NC(=O)OC(C)(C)C contains a aromatic bond type.,1
smiles,"For the SMILES CC(C)C1C=CC(O)C1, how many carbon atoms does it contain?",8,Find the number of rings contained in CC(C)C1C=CC(O)C1.,1,Is the carboxylic_acid functional group found in CC(C)C1C=CC(O)C1?,0,Assess whether CC(C)C1C=CC(O)C1 contains a triple bond type.,0
smiles,Report the number of carbon atoms in CC1(C#N)C(O)C1O.,5,Count the number of rings in CC1(C#N)C(O)C1O.,1,Does the molecule CC1(C#N)C(O)C1O contain a alcohol functional group?,1,Check if the structure CC1(C#N)C(O)C1O has a triple bond.,1
smiles,Compute the total number of carbons in C#CC1C2CC1(CC)C2.,9,Count the number of rings in C#CC1C2CC1(CC)C2.,2,Determine whether C#CC1C2CC1(CC)C2 includes a ester functional group.,0,Assess whether C#CC1C2CC1(CC)C2 contains a aromatic bond type.,0
smiles,Report the number of carbon atoms in CCOc1ccc(N(CC(=O)Nc2ccc(Cl)c(C(=O)OC)c2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1.,26,Determine the ring count for CCOc1ccc(N(CC(=O)Nc2ccc(Cl)c(C(=O)OC)c2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1.,3,Does CCOc1ccc(N(CC(=O)Nc2ccc(Cl)c(C(=O)OC)c2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1 have at least one ketone group?,1,Determine whether CCOc1ccc(N(CC(=O)Nc2ccc(Cl)c(C(=O)OC)c2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1 includes at least one aromatic bond.,1
smiles,How many carbons are present in the molecule COc1nc(Nc2[nH]nc3c2CN(C(=O)NC2CC2c2ccccc2)C3(C)C)nc(N2CCCC2C(N)=O)n1?,26,Report the number of rings in the molecule COc1nc(Nc2[nH]nc3c2CN(C(=O)NC2CC2c2ccccc2)C3(C)C)nc(N2CCCC2C(N)=O)n1.,6,"For the molecule COc1nc(Nc2[nH]nc3c2CN(C(=O)NC2CC2c2ccccc2)C3(C)C)nc(N2CCCC2C(N)=O)n1, is a halide functional group present?",0,Is a triple bond found in the SMILES COc1nc(Nc2[nH]nc3c2CN(C(=O)NC2CC2c2ccccc2)C3(C)C)nc(N2CCCC2C(N)=O)n1?,0
smiles,How many carbons are present in the molecule CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1?,24,Determine the ring count for CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1.,4,Identify if CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1 contains a amine.,1,"For the molecule CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1, does a double bond exist?",1
smiles,"Given Cc1noc(C)c1C(=O)NCCNc1cnccn1, return the number of carbon atoms.",12,Determine the ring count for Cc1noc(C)c1C(=O)NCCNc1cnccn1.,2,Check if the structure Cc1noc(C)c1C(=O)NCCNc1cnccn1 contains a nitro.,0,Does the chemical structure Cc1noc(C)c1C(=O)NCCNc1cnccn1 include triple bonding?,0
