rep_1,rep_2,name_equivalence_q,name_equivalence_a,chemical_similarity_q,chemical_similarity_a,property_comparison_q,property_comparison_a
smiles,smiles,Are OC(c1ccc(F)cc1)(c1ccc(F)cc1)[C@H]1CCNC1 and CCC1(C)NC(C(C)C)N(CC2CCCO2)C1=O equivalent representations of the same molecule?,0,Determine whether C[C@H](Cc1ccc(OCC(=O)O)cc1)N(C)CC(=O)O.Cl or CC12CC(CN3CC31)C2 is more chemically similar to OC(c1ccc(F)cc1)(c1ccc(F)cc1)[C@H]1CCNC1.,B,"For the property molecular weight, which molecule is lower: C[C@H](Cc1ccc(OCC(=O)O)cc1)N(C)CC(=O)O.Cl or CC12CC(CN3CC31)C2?",B
smiles,smiles,Do CN(Cc1cc(-c2ccccc2)n[nH]1)CC1CCC(NC(=O)c2cc(Cl)ccc2Cl)CC1 and C=CCc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1OCc1ccccc1Cl correspond to the same molecular structure?,0,"Between the two options, C1CC1C1OCC12CO2 and COc1cccc([C@H]2CC(=O)C3=C(C2)Nc2nnnn2[C@H]3c2ccc(Cl)cc2)c1, which better matches CN(Cc1cc(-c2ccccc2)n[nH]1)CC1CCC(NC(=O)c2cc(Cl)ccc2Cl)CC1 chemically?",B,"Between C1CC1C1OCC12CO2 and COc1cccc([C@H]2CC(=O)C3=C(C2)Nc2nnnn2[C@H]3c2ccc(Cl)cc2)c1, which exhibits a higher molecular weight?",B
smiles,smiles,Assess whether O=C(O)C1CCC(NCCCN2CCN(c3ccccc3Cl)CC2)CC1 and c1cccc(Cl)c1N1CCN(CC1)CCCNC1CCC(C(O)=O)CC1 denote the same chemical substance.,1,"Between O=CCN1CCC1=O and O=COC1CC2COC21, which is more similar in structure to O=C(O)C1CCC(NCCCN2CCN(c3ccccc3Cl)CC2)CC1?",A,"Which molecule demonstrates a lower value for molecular weight, O=CCN1CCC1=O or O=COC1CC2COC21?",A
smiles,iupac,"Do these two representations, Cc1ccc(S(=O)(=O)Cc2ccc(C(F)(F)F)cc2)cc1 and 1-methyl-4-[[4-(trifluoromethyl)phenyl]methylsulfonyl]benzene, describe the same molecule?",0,Assess the chemical similarity of CC1(C)CC1(O)C(N)=O and CCOC(=O)[C@H]1CCCN(CC(=O)N2N=C(c3ccccc3Cl)C[C@@H]2c2ccc(Cl)cc2)C1 to Cc1ccc(S(=O)(=O)Cc2ccc(C(F)(F)F)cc2)cc1. Which is more similar?,B,"Between CC1(C)CC1(O)C(N)=O and CCOC(=O)[C@H]1CCCN(CC(=O)N2N=C(c3ccccc3Cl)C[C@@H]2c2ccc(Cl)cc2)C1, which exhibits a higher molecular weight?",B
smiles,smiles,Is the molecule described by c1[nH]nc2c1CN1CC21 identical to the one described by C1=NCc2[nH]cnc2O1?,0,Compare CC1C2OC1C21NC1C and CCC1(C=O)OC1C=O to c1[nH]nc2c1CN1CC21. Which is more chemically similar?,A,Determine whether CC1C2OC1C21NC1C or CCC1(C=O)OC1C=O has the lower value of molecular weight.,A
smiles,iupac,"Are the chemical entities represented by Cc1nc(-c2ccc(OCC(C)C)c(F)c2)[se]c1C(=O)O and 2-[3-fluoro-4-(2-methylpropoxy)phenyl]-4-methyl-1,3-selenazole-5-carboxylic acid the same?",1,"Between COc1ccc(C(=O)N2CCN(C(=O)C(NC(C)=O)C3CCCC3)CC2)cc1 and COc1ccccc1-n1cc(C(=O)N2CCNC(c3ccccc3)C2)cn1, which is more similar in structure to Cc1nc(-c2ccc(OCC(C)C)c(F)c2)[se]c1C(=O)O?",B,Assess the molecular weight of COc1ccc(C(=O)N2CCN(C(=O)C(NC(C)=O)C3CCCC3)CC2)cc1 and COc1ccccc1-n1cc(C(=O)N2CCNC(c3ccccc3)C2)cn1. Which one is higher?,A
smiles,iupac,"Determine whether COc1c(C)cnc(CC2(CCl)CCOC2C2CC2)c1C and 2-[[3-(chloromethyl)-2-cyclopropyloxolan-3-yl]methyl]-4-methoxy-3,5-dimethylpyridine refer to the same chemical compound.",1,"Given COc1c(C)cnc(CC2(CCl)CCOC2C2CC2)c1C, select the molecule that is more chemically similar: Cc1noc2nc(-c3ccco3)cc(C(=O)NC3(C#N)CCC3)c12 or CC(NCCC(=O)Nc1ccccc1C(C)(C)C)c1ccccc1.",A,Which compound shows a lower molecular weight: Cc1noc2nc(-c3ccco3)cc(C(=O)NC3(C#N)CCC3)c12 or CC(NCCC(=O)Nc1ccccc1C(C)(C)C)c1ccccc1?,A
smiles,smiles,Are Cc1ccc(C(=O)O)c(NC(C)c2ccccc2)n1 and Cc1c(C(=O)Nc2ccc(Cl)cc2)c2ccccn2c1C(=O)c1ccc([N+](=O)[O-])cc1 equivalent representations of the same molecule?,0,Assess the chemical similarity of CC(C)C12CN1CC2=O and Cc1cc(C=C2C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1 to Cc1ccc(C(=O)O)c(NC(C)c2ccccc2)n1. Which is more similar?,B,Assess the molecular weight of CC(C)C12CN1CC2=O and Cc1cc(C=C2C(=O)NC(=O)N(Cc3ccccc3)C2=O)c(C)n1-c1ccc(Cl)c(C(=O)O)c1. Which one is higher?,B
smiles,smiles,Do C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)C=CCN2CCCCC2)CCCO4)c1 and CCC(c1nnnn1Cc1ccco1)N(Cc1ccc(OC)cc1)Cc1cc2cccc(C)c2[nH]c1=O correspond to the same molecular structure?,0,Identify which molecule is more similar to C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)C=CCN2CCCCC2)CCCO4)c1: O=C1NC=NC12C1=COC=CC1Oc1ccccc12 or CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)cc2)[C@H](C)C(=O)NC(C)(C)C)S(=O)(=O)c2ccccc2)cc1.,B,Identify whether O=C1NC=NC12C1=COC=CC1Oc1ccccc12 or CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)cc2)[C@H](C)C(=O)NC(C)(C)C)S(=O)(=O)c2ccccc2)cc1 has the higher molecular weight.,B
smiles,smiles,"Do these two representations, CCOC(=O)c1cccc(NC(=S)NCCCc2ccc(F)cc2)c1C and CC(C)COc1ccc(CNc2ccc(C(C)(C)C)cc2)cc1, describe the same molecule?",0,"Given CCOC(=O)c1cccc(NC(=S)NCCCc2ccc(F)cc2)c1C, select the molecule that is more chemically similar: CC(C)(C)OC(=O)NC1CN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)C1 or Cc1c(-c2ccc(Br)cc2)c(=O)oc2ccccc12.",B,"Which molecule demonstrates a lower value for molecular weight, CC(C)(C)OC(=O)NC1CN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)C1 or Cc1c(-c2ccc(Br)cc2)c(=O)oc2ccccc12?",B
smiles,smiles,Are the chemical entities represented by Cc1c(OS(=O)(=O)c2ccccc2)cccc1OS(=O)(=O)c1ccccc1 and O=S(=O)(c1ccccc1)Oc1cccc(c1C)OS(=O)(c1ccccc1)=O the same?,1,Assess the chemical similarity of C#CC1C2OC(=O)C12N and CC(=O)N1CCCc2ccc(NC(=O)C(=O)NCCCO)cc21 to Cc1c(OS(=O)(=O)c2ccccc2)cccc1OS(=O)(=O)c1ccccc1. Which is more similar?,B,Determine whether C#CC1C2OC(=O)C12N or CC(=O)N1CCCc2ccc(NC(=O)C(=O)NCCCO)cc21 has the lower value of molecular weight.,A
smiles,iupac,"Given OC(=Nc1ccc2nc[nH]c2c1)c1ccc(-n2cccc2)nc1 and N-(3H-benzimidazol-5-yl)-6-pyrrol-1-ylpyridine-3-carboxamide, determine if they describe the same molecular structure.",0,Which molecule is more chemically similar to OC(=Nc1ccc2nc[nH]c2c1)c1ccc(-n2cccc2)nc1: Cc1ccc(CC(=O)Nc2nnc(-c3cc(C)n(C)n3)o2)c(C)c1 or CC[C@H](C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CCCN(c1cc(Cl)ccc1Cl)S(C)(=O)=O?,A,"Which molecule demonstrates a lower value for molecular weight, Cc1ccc(CC(=O)Nc2nnc(-c3cc(C)n(C)n3)o2)c(C)c1 or CC[C@H](C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CCCN(c1cc(Cl)ccc1Cl)S(C)(=O)=O?",A
smiles,smiles,Do the two chemical representations CCOc1ccc(/C=C2\SC(=O)N(CCOc3ccc(F)cc3)C2=O)cc1OCC and CCOC(=O)C1CNCC1C(=O)OCC describe the same molecule?,0,Which molecule is more chemically similar to CCOc1ccc(/C=C2\SC(=O)N(CCOc3ccc(F)cc3)C2=O)cc1OCC: Nc1ccnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4F)cc3)c12 or CCC12CC1C=CC2=O?,A,"Given Nc1ccnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4F)cc3)c12 and CCC12CC1C=CC2=O, determine which has the higher molecular weight.",A
smiles,iupac,"Do Cl.Cn1c(N2CCN(Cc3ccc(Cl)cc3Cl)CC2)nnc1C1(c2ccccc2)CC1 and 1-[(2,4-dichlorophenyl)methyl]-4-[4-methyl-5-(1-phenylcyclopropyl)-1,2,4-triazol-3-yl]piperazine;hydrochloride correspond to the same molecular structure?",1,Which compound more closely resembles Cl.Cn1c(N2CCN(Cc3ccc(Cl)cc3Cl)CC2)nnc1C1(c2ccccc2)CC1: CNC1CCc2cc(F)ccc21 or Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(F)c(F)c2)c2cccc(Br)c2)cc1?,B,Compare CNC1CCc2cc(F)ccc21 and Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(F)c(F)c2)c2cccc(Br)c2)cc1 in terms of molecular weight. Which is higher?,B
smiles,smiles,Determine whether CCCC(C)C(=O)N1CCc2c(nc(C)n(C(c3ccccc3)c3ccccc3)c2=O)C1 and Cc1ccccc1N(C(=O)Cc1cccs1)C(C(=O)NC1CCCCC1)c1cn(C)nc1C refer to the same chemical compound.,0,Determine whether CC(C)(C)NC(=O)CN1C(=O)C(N)c2cc(Br)ccc21 or NC(=O)c1ccc(N(Cc2ccc(N)cc2)C2CC2)nn1 is more chemically similar to CCCC(C)C(=O)N1CCc2c(nc(C)n(C(c3ccccc3)c3ccccc3)c2=O)C1.,B,Determine whether CC(C)(C)NC(=O)CN1C(=O)C(N)c2cc(Br)ccc21 or NC(=O)c1ccc(N(Cc2ccc(N)cc2)C2CC2)nn1 has the lower value of molecular weight.,B
smiles,iupac,"Is the molecule described by O=C([C@@H]1C[C@@H]1c1ccc(Cl)c(Cl)c1)N1CCCS1(=O)=O identical to the one described by [(1R,2S)-2-(3,4-dichlorophenyl)cyclopropyl]-(1,1-dioxo-1,2-thiazolidin-2-yl)methanone?",0,Identify which molecule is more similar to O=C([C@@H]1C[C@@H]1c1ccc(Cl)c(Cl)c1)N1CCCS1(=O)=O: Cc1ccc(C)c(-c2nn(C)cc2C=O)c1 or C1OC1C1OCC12CN2.,A,"Between Cc1ccc(C)c(-c2nn(C)cc2C=O)c1 and C1OC1C1OCC12CN2, which exhibits a higher molecular weight?",A
smiles,smiles,Assess whether CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NCCBr and CC12NC1C(O)C1OC12 denote the same chemical substance.,0,"Between CC1OCC(O)C(=N)O1 and COCCNC(=O)[C@H](C)Sc1cc(Br)ccc1OC, which is more similar in structure to CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NCCBr?",B,"For the property molecular weight, which molecule is higher: CC1OCC(O)C(=N)O1 or COCCNC(=O)[C@H](C)Sc1cc(Br)ccc1OC?",B
smiles,smiles,Do the two chemical representations CC1C(O)C2CC(=O)N12 and CCc1ccc2oc(-c3ccc(NC(=O)c4cccc(Cl)c4Cl)cc3)nc2c1 describe the same molecule?,0,"Between the two options, CCCCC[C@@H](/C=C/C1[C@H]2C[C@@](OC)([C@H](F)CCCC(=O)OC)O[C@H]2C[C@H]1O[Si](CC)(CC)CC)O[Si](CC)(CC)CC and COc1ccc(NC(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(Cl)cc3)C2)cc1Cl, which better matches CC1C(O)C2CC(=O)N12 chemically?",B,Determine whether CCCCC[C@@H](/C=C/C1[C@H]2C[C@@](OC)([C@H](F)CCCC(=O)OC)O[C@H]2C[C@H]1O[Si](CC)(CC)CC)O[Si](CC)(CC)CC or COc1ccc(NC(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(Cl)cc3)C2)cc1Cl has the higher value of molecular weight.,A
smiles,smiles,Do the two chemical representations CCC[C@@H](C)NC(=O)[C@@H]1CC(=O)Nc2ccccc21 and c1c2NC(=O)C[C@H](c2ccc1)C(=O)N[C@H](C)CCC describe the same molecule?,1,"Between the two options, Cc1ccc(C(=O)N2CCOC[C@H](Cc3cccc4cccnc34)C2)cc1NCc1ccccn1 and COc1ccc(N(CC(=O)Nc2ccccc2C(=O)NC[C@H]2CCCO2)S(=O)(=O)c2ccccc2)cc1, which better matches CCC[C@@H](C)NC(=O)[C@@H]1CC(=O)Nc2ccccc21 chemically?",B,Compare Cc1ccc(C(=O)N2CCOC[C@H](Cc3cccc4cccnc34)C2)cc1NCc1ccccn1 and COc1ccc(N(CC(=O)Nc2ccccc2C(=O)NC[C@H]2CCCO2)S(=O)(=O)c2ccccc2)cc1 in terms of molecular weight. Which is higher?,B
smiles,iupac,Are the chemical entities represented by OCc1cc(F)ncc1-c1ccccc1F and [2-fluoro-5-(2-fluorophenyl)-4-pyridinyl]methanol the same?,0,"Which molecule shares greater structural similarity with OCc1cc(F)ncc1-c1ccccc1F, O=P(O)(O)C(Nc1ccc(Br)nc1)P(=O)(O)O or N#CC1C=CCCOC1?",A,Determine whether O=P(O)(O)C(Nc1ccc(Br)nc1)P(=O)(O)O or N#CC1C=CCCOC1 has the lower value of molecular weight.,B
smiles,smiles,Assess whether CC[C@@H](c1nnc(SCC(=O)Nc2cc(C)on2)n1Cc1ccccc1)N(C)C and O=C(CSc1nnc(n1Cc1ccccc1)[C@H](CC)N(C)C)Nc1cc(on1)C denote the same chemical substance.,1,Which molecule is more chemically similar to CC[C@@H](c1nnc(SCC(=O)Nc2cc(C)on2)n1Cc1ccccc1)N(C)C: CCOC(=O)C(CO)c1ccc(F)cc1 or COc1ccc(NS(=O)(=O)c2cccc(C(=O)NC[C@H](c3cccc(F)c3)N(C)C)c2)cc1?,B,"Between CCOC(=O)C(CO)c1ccc(F)cc1 and COc1ccc(NS(=O)(=O)c2cccc(C(=O)NC[C@H](c3cccc(F)c3)N(C)C)c2)cc1, which exhibits a lower molecular weight?",A
smiles,smiles,Do the two chemical representations C1=CC2OC3CC3C2C1 and C1C=CC2OC3CC3C21 describe the same molecule?,1,Identify which molecule is more similar to C1=CC2OC3CC3C2C1: OCC1OC(n2cnc3c(SCc4ccc(Cl)cc4Cl)ncnc32)C(O)C1O or N#CC12CC(CC1N)O2.,B,Assess the molecular weight of OCC1OC(n2cnc3c(SCc4ccc(Cl)cc4Cl)ncnc32)C(O)C1O and N#CC12CC(CC1N)O2. Which one is lower?,B
smiles,smiles,Assess whether Cc1cccc(-c2nc(-c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)no2)c1 and COC(=O)C1=C(CN2CCN(C3CCCCC3)CC2)NC(=O)N[C@@H]1c1ccccc1 denote the same chemical substance.,0,Assess the chemical similarity of c1cncc(-c2ccc(-c3cn4[n+](c3)C35c6c(cccc6-4)Oc4ccc6c7ccccc7n(c6c43)-c3cccc[n+]35)cc2)c1 and CCN(CC)S(=O)(=O)c1ccc(OC)c(N2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)c1 to Cc1cccc(-c2nc(-c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)no2)c1. Which is more similar?,B,"Between c1cncc(-c2ccc(-c3cn4[n+](c3)C35c6c(cccc6-4)Oc4ccc6c7ccccc7n(c6c43)-c3cccc[n+]35)cc2)c1 and CCN(CC)S(=O)(=O)c1ccc(OC)c(N2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)c1, which exhibits a higher molecular weight?",A
smiles,iupac,Verify whether COc1ccc2[nH]cc([C@@H](O)CN3CCN(C4CCCCC4)CC3)c2c1 and (1R)-2-(4-cyclohexylpiperazin-1-yl)-1-(5-methoxy-1H-indol-3-yl)ethanol correspond to an identical molecule.,1,Assess the chemical similarity of CC(C)n1nccc1-c1csc(S(=O)(=O)NCc2ccccc2)c1 and O=C([C@H]1CC1(F)F)N1CCOC2(CCCCC2)C1 to COc1ccc2[nH]cc([C@@H](O)CN3CCN(C4CCCCC4)CC3)c2c1. Which is more similar?,B,"For the property molecular weight, which molecule is lower: CC(C)n1nccc1-c1csc(S(=O)(=O)NCc2ccccc2)c1 or O=C([C@H]1CC1(F)F)N1CCOC2(CCCCC2)C1?",B
smiles,smiles,Determine whether CC(NC(=O)c1cncs1)c1ccc(C2CN(c3ccc(OCC4CC4)cc3)C2)cc1 and CC(=O)N1CCCc2ccc(S(=O)(=O)Nc3cc(-c4nc[nH]n4)ccc3F)cc21 refer to the same chemical compound.,0,"Given CC(NC(=O)c1cncs1)c1ccc(C2CN(c3ccc(OCC4CC4)cc3)C2)cc1, select the molecule that is more chemically similar: COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)Cc2nonc2C)c(F)c1 or COc1ccc(-c2nnc(SCC(=O)Nc3cc(OC)cc(OC)c3)n2N)cc1.",B,"Which molecule demonstrates a higher value for molecular weight, COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)Cc2nonc2C)c(F)c1 or COc1ccc(-c2nnc(SCC(=O)Nc3cc(OC)cc(OC)c3)n2N)cc1?",A
smiles,smiles,"Do these two representations, CC[C@@H](Oc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)c1ccc(OC)cc1 and C1#CCC=CCCC=C1, describe the same molecule?",0,"Between Nc1nc(O)c(O)[nH]1 and O=C(O)c1cc(C=Cc2ccc(Br)cc2)nc2ccc(Br)cc12, which is more similar in structure to CC[C@@H](Oc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)c1ccc(OC)cc1?",B,Identify whether Nc1nc(O)c(O)[nH]1 or O=C(O)c1cc(C=Cc2ccc(Br)cc2)nc2ccc(Br)cc12 has the higher molecular weight.,B
smiles,smiles,Is the molecule described by CCCOC(=O)CN1C(=O)/C(=C2/C(=O)Nc3c(C)cccc32)SC1=S identical to the one described by COc1ccccc1[C@@H](C)NC(=O)CN(c1ccccc1OC)S(C)(=O)=O?,0,Which compound more closely resembles CCCOC(=O)CN1C(=O)/C(=C2/C(=O)Nc3c(C)cccc32)SC1=S: O=C(Cn1nc2c(-c3nc(-c4ccccc4)no3)cccn2c1=O)NCc1ccccc1Cl or Oc1[nH]nc2c1CCO2?,A,Assess the molecular weight of O=C(Cn1nc2c(-c3nc(-c4ccccc4)no3)cccn2c1=O)NCc1ccccc1Cl and Oc1[nH]nc2c1CCO2. Which one is lower?,B
smiles,smiles,Are CNc1ccc(Cl)cc1-c1nc(-c2c(C)ncc3c2CCNC3)no1 and c1(cc(-c2nc(no2)-c2c3c(CNCC3)cnc2C)c(cc1)NC)Cl equivalent representations of the same molecule?,1,"Given CNc1ccc(Cl)cc1-c1nc(-c2c(C)ncc3c2CCNC3)no1, select the molecule that is more chemically similar: CCOc1nnoc1N or CC(O)C1C(=N)OC1C.",A,Compare CCOc1nnoc1N and CC(O)C1C(=N)OC1C in terms of molecular weight. Which is lower?,A
smiles,smiles,"Do these two representations, Cc1nnc(SCCCn2cc(C3CCCNC3)nn2)s1 and COc1cc(Br)cc(C)c1NCc1ccc(C(C)C)cc1, describe the same molecule?",0,Which compound more closely resembles Cc1nnc(SCCCn2cc(C3CCCNC3)nn2)s1: O=C(Nc1ccc(F)c(F)c1)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1 or CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C=N)CC1?,A,"Which molecule demonstrates a higher value for molecular weight, O=C(Nc1ccc(F)c(F)c1)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1 or CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C=N)CC1?",A
smiles,smiles,Is the molecule described by OC1C2C3CC2C13O identical to the one described by C#CC(C=O)NCCO?,0,Which molecule is more chemically similar to OC1C2C3CC2C13O: NNC(c1ccc(Cl)s1)c1c(Cl)cccc1Cl or CC(C)(N)C(=O)NCCCN1CCN(c2ccccc2Cl)CC1.Cl.Cl.Cl?,B,Determine whether NNC(c1ccc(Cl)s1)c1c(Cl)cccc1Cl or CC(C)(N)C(=O)NCCCN1CCN(c2ccccc2Cl)CC1.Cl.Cl.Cl has the lower value of molecular weight.,A
smiles,smiles,"Given CCn1c2ccccc2c2cc(NS(=O)(=O)c3ccc(C)c(C(=O)NCCOC)c3)ccc21 and c1cccc2c1c1c(ccc(NS(=O)(c3cc(c(C)cc3)C(NCCOC)=O)=O)c1)n2CC, determine if they describe the same molecular structure.",1,Determine whether O=C1NCCC2CC2O1 or Cc1cccc(C(C)C)c1NC(=O)COC(=O)COc1ccc2c(C)cc(=O)oc2c1 is more chemically similar to CCn1c2ccccc2c2cc(NS(=O)(=O)c3ccc(C)c(C(=O)NCCOC)c3)ccc21.,B,"Which molecule has a lower molecular weight, O=C1NCCC2CC2O1 or Cc1cccc(C(C)C)c1NC(=O)COC(=O)COc1ccc2c(C)cc(=O)oc2c1?",A
smiles,iupac,Assess whether O=C(N[C@@H](CN1CCOCC1)c1ccccc1)c1cccc(OCc2ccccc2)c1 and N-[(1R)-2-morpholin-4-yl-1-phenylethyl]-3-phenylmethoxybenzamide denote the same chemical substance.,1,Which compound more closely resembles O=C(N[C@@H](CN1CCOCC1)c1ccccc1)c1cccc(OCc2ccccc2)c1: CC(C)Oc1ccc(CC2C(=O)NC(=O)NC2=O)cc1 or Cc1ccc(C)c(F)c1?,A,Determine whether CC(C)Oc1ccc(CC2C(=O)NC(=O)NC2=O)cc1 or Cc1ccc(C)c(F)c1 has the lower value of molecular weight.,B
smiles,iupac,"Is the molecule described by CC1(C)OCCCO1 identical to the one described by 2,2-dimethyl-1,3-dioxane?",0,"Between the two options, C=Cc1c2[nH]c(c1C)C=c1[nH]c(c(CCC(=O)OCCO)c1C)=Cc1[nH]c(c(C)c1CCC(=O)OCCO)C=C1NC(=C2)C2(C)C1=CC=C(C(=O)OC)C2C(=O)OC and O=c1[nH]cnc2c1ncn2C(COCP(=O)(O)O)COCP(=O)(O)O, which better matches CC1(C)OCCCO1 chemically?",A,"Between C=Cc1c2[nH]c(c1C)C=c1[nH]c(c(CCC(=O)OCCO)c1C)=Cc1[nH]c(c(C)c1CCC(=O)OCCO)C=C1NC(=C2)C2(C)C1=CC=C(C(=O)OC)C2C(=O)OC and O=c1[nH]cnc2c1ncn2C(COCP(=O)(O)O)COCP(=O)(O)O, which exhibits a higher molecular weight?",A
smiles,iupac,"Are CCCc1c(Cl)ncnc1NCC(C)(C)C(=O)OC and methyl 3-[(6-chloro-5-propylpyrimidin-4-yl)amino]-2,2-dimethylpropanoate equivalent representations of the same molecule?",1,Which molecule is more chemically similar to CCCc1c(Cl)ncnc1NCC(C)(C)C(=O)OC: Cc1c(Nc2cccnc2)ncnc1OC1CCN(C(=O)OC(C)C)CC1 or C#CC1(C#C)OCC1O?,A,"Between Cc1c(Nc2cccnc2)ncnc1OC1CCN(C(=O)OC(C)C)CC1 and C#CC1(C#C)OCC1O, which exhibits a lower molecular weight?",B
smiles,smiles,Is the molecule described by CSc1cc(-c2cc3ccccc3o2)oc(=O)c1C#N identical to the one described by c1(cc(oc(=O)c1C#N)-c1oc2ccccc2c1)SC?,1,"Between the two options, CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC and O=C1O[C@H](C(=O)O)Cc2ccc(F)cc21, which better matches CSc1cc(-c2cc3ccccc3o2)oc(=O)c1C#N chemically?",B,"Which molecule has a higher molecular weight, CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC or O=C1O[C@H](C(=O)O)Cc2ccc(F)cc21?",A
smiles,smiles,Do C[C@H]1CCC[C@H](C)N1/N=C/c1ccc(Cl)cc1 and C1CC[C@@H](N([C@H]1C)/N=C/c1ccc(Cl)cc1)C correspond to the same molecular structure?,1,Determine whether Cc1nc2c(=O)n(CC(=O)Nc3ccc(C(N)=O)cc3)nc(-c3cccs3)c2s1 or CCCn1c(SCC(=O)N[C@@H]2CCC[C@H](C)[C@@H]2C)n[nH]c1=O is more chemically similar to C[C@H]1CCC[C@H](C)N1/N=C/c1ccc(Cl)cc1.,B,"For the property molecular weight, which molecule is higher: Cc1nc2c(=O)n(CC(=O)Nc3ccc(C(N)=O)cc3)nc(-c3cccs3)c2s1 or CCCn1c(SCC(=O)N[C@@H]2CCC[C@H](C)[C@@H]2C)n[nH]c1=O?",A
smiles,smiles,"Given Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)CCOc3ccccc3)CC2)c(C)c1 and c1cc(cc(C)c1S(=O)(=O)N1CCN(CC1)C(=O)COC(=O)CCOc1ccccc1)C, determine if they describe the same molecular structure.",1,Which compound more closely resembles Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)CCOc3ccccc3)CC2)c(C)c1: CCCCC(Nc1nnc(C(C)C)s1)C(=O)O or COc1cc(/C=C2\SC(=S)N=C2O)cc(Cl)c1OCc1ccc([N+](=O)[O-])cc1?,B,Identify whether CCCCC(Nc1nnc(C(C)C)s1)C(=O)O or COc1cc(/C=C2\SC(=S)N=C2O)cc(Cl)c1OCc1ccc([N+](=O)[O-])cc1 has the lower molecular weight.,A
smiles,iupac,"Are the chemical entities represented by CCOC(=O)[C@H]1[C@H]2NC(=S)N(c3cccc(C)c3)[C@@]1(C)Oc1ccc(Cl)cc12 and ethyl (1R,9S,13S)-4-chloro-9-methyl-10-(3-methylphenyl)-11-sulfanylidene-8-oxa-10,12-diazatricyclo[7.3.1.02,7]trideca-2(7),3,5-triene-13-carboxylate the same?",1,"Given CCOC(=O)[C@H]1[C@H]2NC(=S)N(c3cccc(C)c3)[C@@]1(C)Oc1ccc(Cl)cc12, select the molecule that is more chemically similar: C=CCNC(=O)NC1(C)CCS(=O)(=O)C1 or O=C(Cc1cccc(NC(=O)C2CCCN(C(=O)C3CCCCC3)C2)c1)Nc1cccc(C(=O)N2CCOCC2)c1.",B,"Between C=CCNC(=O)NC1(C)CCS(=O)(=O)C1 and O=C(Cc1cccc(NC(=O)C2CCCN(C(=O)C3CCCCC3)C2)c1)Nc1cccc(C(=O)N2CCOCC2)c1, which exhibits a higher molecular weight?",B
smiles,smiles,Assess whether C#CCNC(C#C)C=O and CNS(=O)(=O)c1ccc(C)c(NC(=O)CN(c2ccccc2)S(=O)(=O)c2cc(C)ccc2OC)c1 denote the same chemical substance.,0,"Between the two options, CCOC(=O)c1ccc(NC(=O)[C@@H](C)N(c2ccc(F)cc2)S(C)(=O)=O)cc1Cl and CCN1CC(O)C1C#N, which better matches C#CCNC(C#C)C=O chemically?",B,Which compound shows a lower molecular weight: CCOC(=O)c1ccc(NC(=O)[C@@H](C)N(c2ccc(F)cc2)S(C)(=O)=O)cc1Cl or CCN1CC(O)C1C#N?,B
